news,code
"(lovecony@nate.com)]강원 강릉시(시장 김한근)는 강릉 대표 봄꽃축제인 '경포벚꽃잔치'를 오미크론 대확산으로 사회적 거리두기 강화조치가 연장됨에 따라 취소하기로 했다고 21일 밝혔다.

하지만 2020~2021년은 코로나19 상황으로 벚꽃잔치를 취소하고, 확산방지를 위하여 벚꽃명소 경포대를 폐쇄했다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
"[석동재 기자(035sdj@naver.com)]

창원시는 어촌지역 마을어장에 피조개, 바지락 등 다양한 수산종패살포 지원으로 수산자원 증강을 통한 어업인의 소득증대 향상에 기여하고 있다.

최근 어촌지역 마을어장은 어장환경 변화로 점차 수확량이 줄어들고 있다.

시는 도비와 시비, 자부담 등 총 1억원의 사업비를 투입해 마산합포구 진동면, 진전면, 구산면 등 5개 어촌계에 바지락 13t, 모시조개 1t의 종패를 살포했다.

진해수협 소속 제덕·경화·명동·연도 4개 어촌계에 피조개 종패 4000만미를 살포할 계획이다.

이번 사업은 다수인이 참여하는 공동어장인 마을과 어촌계 어장 내 부가가치가 높은 우량종묘를 살포해 지속적이고 안정적으로 자원을 육성하여 어업인의 소득을 높이고자 추진된다.

▲창원시는 21일 9개 어촌계에 바지락, 피조개 등 다양한 수산자원증강을 위해 수산종패살포 지원에 나섰다고 밝혔다. ⓒ창원시

1~2년 정도의 기간동안 어장에서 서식 후 성패가 되면 채취하여 우수한 품종으로 유통 판매될 예정이다.

살포하는 바지락은 우리나라 조간대에 가장 광범위하게 분포되는 어업자원중 하나로 간기능 개선, 빈혈 예방, 갑상샘 기능 유지에 도움이 되는 봄철 별미 수산물이다.

피조개의 경우는 진해만의 특산물로써 다른 수산물에 비해 헤모글로빈이 다량 함유되어 철이 많아 영양식품으로 잘 알려져 있다.

또한 모시조개(가무락)은 백합과의 조개로 맛이 좋고 비타민B1, B2가 풍부해 간 기능 강화에 좋으며 매운탕으로도 인기가 높은 조개이다.

[석동재 기자(035sdj@naver.com)]",사회
"[이상훈 기자(=강원고성)(lovecony@nate.com)]

강원 고성군(군수 함명준)은 산불피해 예방을 위해 산불방지 안전공간 조성사업을 추진한다고 21일 밝혔다.

산불방지 안전공간 조성사업은 산불 발생 시 산림과 인접하여 피해 우려가 큰 사찰·문화재·자연휴양림 등 주요 목조건축물 주변과 민가(주택) 등 시설물 주변에 이격공간 및 완충지대를 조성하고 내화수종 식재해 산불확산을 사전에 차단하는 역할을 한다.

▲강원 고성군은 산불피해 예방을 위해 산불방지 안전공간 조성사업을 추진한다. ⓒ프레시안(이상훈)



고성군은 사업대상지인 토성면 신평리 산136-1번지 일원 1,68ha를 사업비 1억 1400만원을 투자하여 2022년 5월까지 사업을 추진하기로 했다.

산불 위험이 높은 침엽수림에는 이격공간을 두고 그 외곽으로 숲가꾸기를 실시하여 완충지대를 조성하고 산불 위험이 적은 활엽수림에는 이격공간을 두지 않고 숲가꾸기를 실시하여 확산을 방지한다는 계획이다.

고성군 관계자는 “산불방지 안전공간 조성사업이 산불로부터 국민의 생명과 재산을 보호하고 대형산불의 확산을 방지할 수 있을 것으로 기대된다”고 말했다.

[이상훈 기자(=강원고성)(lovecony@nate.com)]",사회
"

오늘(21일) 저녁 6시쯤 전북 남원시 월락 정수장 내 신축 건물에서 불이 나 40분 만에 꺼졌습니다.

이 불로 다친 사람은 없었지만, 천장 등이 불에 타 3백만 원의 재산 피해가 발생했습니다.

소방 당국은 용접 작업 부주의로 불이 난 것으로 보고 정확한 화재 원인을 조사하고 있습니다.

전연남 기자yeonnam@sbs.co.kr",사회
"서울 강남구 아파트 단지를 돌며 2억2000만원 상당의 금품을 훔친 40대 남성이 구속됐다. 사진은 기사와 무관함. /사진=게티이미지뱅크



서울 강남구 아파트 단지를 돌며 2억2000만원 상당의 금품을 훔친 40대 남성이 구속됐다.

서울중앙지법 김상우 영장전담 부장판사는 21일 특수강도 및 특정범죄 가중처벌 등에 관한 법률상 절도 혐의를 받는 40대 남성 A씨에 대해 ""도주 우려가 있다""면서 구속영장을 발부했다.

그는 이날 구속 전 피의자 심문(영장실질심사)에 참석할 예정이었지만, 심사 직전 돌연 거부 의사를 밝히고 불참했다.

A씨는 지난 15일 오후 9시께 서울 강남구 소재 아파트에서 창문을 뜯고 들어가 물건을 훔치다 귀가한 부부에게 발각되자, 흉기로 위협하고 현금과 카드가 든 지갑을 빼앗아 달아난 혐의를 받고 있다.

그는 지난 19일 특수강도 및 절도 혐의로 강남경찰서에 긴급 체포됐고, 경찰 조사 결과 그동안 강남의 아파트 단지 2곳에서 7차례에 걸쳐 유사한 범행을 벌인 것으로 드러났다. A씨는 현금 약 4000만원과 1억8000만원 상당의 명품 및 귀금속 등을 훔쳤다.

그가 범행을 저지른 아파트는 모두 복도식 구조로, A씨는 출근 등으로 집이 비어 있는 주간에 주로 방범창을 뜯고 집안에 침입해 금품을 훔친 것으로 파악됐다.

A씨는 생활비를 마련하기 위해 범행한 것으로 드러났으며, 경찰 조사에서 그는 ""부자가 많은 강남에서 범행을 저질렀다""고 진술한 것으로 알려졌다.

이보배 한경닷컴 객원기자 newsinfo@hankyung.com",사회
"

윤석열 대통령 당선인의 사법 분야 핵심 공약인 ‘법무부 장관의 수사지휘권 폐지’에 대해 대검찰청이 찬성한다는 의견을 낸 것으로 알려졌다. 박범계 법무부 장관이 수사지휘권 폐지 공약에 대해 “시기 상조”라며 반대 의사를 밝힌 상황에서 대검이 엇갈린 의견을 제시한 것이다.

21일 법조계에 따르면 대검은 24일 예정된 법무부의 대통령직인수위원회(인수위) 업무 보고를 앞두고 법무부에 수사지휘권 폐지에 찬성한다는 취지로 의견을 낸 것으로 전해졌다.

대검은 법무부 장관이 일반적인 지휘·감독권이나 인사권을 통해 검찰을 통제할 수 있음에도 구체적인 사건에서 구속 또는 기소 여부에 관해 검찰총장을 지휘·감독하는 것은 검찰의 독립성 및 정치적 중립성에 부합하지 않는다는 입장을 제시한 것으로 알려졌다. 또 일반 형사부도 직접 수사를 할 수 있도록 개선돼야 한다는 의견도 제출한 것으로 전해졌다.

이 같은 의견은 김오수 검찰총장의 승인을 거쳐 법무부에 전달됐다고 한다. 대검은 다만 인수위 보고 전까지 법무부와 협의를 이어간다는 방침이다.

법조계 안팎에선 대검과 법무부가 수사지휘권 폐지 여부를 놓고 정반대 입장을 보이는 것에 주목한다. 박 장관은 지난 14일 언론 인터뷰에서 “수사지휘권을 폐지한다고 해서 검찰의 정치적 중립성, 수사의 공정성이 담보된다고 생각하지 않는다”며 반대 입장을 밝혔다. 이런 상황에서 대검이 윤 당선인의 공약에 힘을 싣는 의견을 제시하면서 인수위 업무보고 전까지 조율이 이어질 것이란 전망이 나온다.

장관의 수사지휘권은 1949년 검찰청법 제정 이후 70년 이상 유지돼 왔다. ‘법무부 장관은 구체적인 사건에 대해 검찰총장만을 지휘·감독할 수 있다’(제8조)는 조항이다. 지휘권이 실제로 발동된 것은 총 4번이다. 2005년 천정배 법무부 장관이 김종빈 검찰총장을 상대로 행사한 것이 처음이다.

이후 3차례의 수사지휘권 발동은 모두 문재인정부 들어 나왔다. 2020년 추 장관이 윤 총장의 갈등 국면에서 2차례 발동했고, 박 장관도 지난해 3월 한명숙 전 국무총리 사건에 대한 모해위증 혐의와 관련해 지휘권을 행사했다. 당시 법조계에선 정치인 출신 장관의 지휘권 행사 남발로 검찰 독립성이 훼손되고 있다는 비판도 제기됐다.

양민철 기자 listen@kmib.co.kr",사회
"벽 뚫고 도로로 추락하는 차량 (부산=연합뉴스) 지난해 12월 30일 낮 12시 30분께 부산 연제구 한 대형마트 5층 주차장에서 차량이 벽을 뚫고 도로 아래로 추락하고 있다. 2021.12.30 [독자제공. 재판매 및 DB금지] psj19@yna.co.kr

(부산=연합뉴스) 김선호 기자 = 지난해 말 부산의 한 대형마트 5층 주차장 벽을 뚫고 도로로 추락한 택시 사고는 경찰 조사 결과 숨진 택시 기사의 운전 부주의에서 비롯된 것으로 나타났다.

부산 연제경찰서는 이번 사고를 현장 조사한 국립과학수사연구원과 도로교통공단 감정 결과 70대 택시 기사 A씨의 운전 조작 과실에 의한 사고로 최종 판단해 공소권 없음으로 종결 처리했다고 21일 밝혔다.

경찰은 그 근거로 택시의 사고 전 속도가 시속 70㎞ 정도였으며 주차장에서 출발한 후 사고가 발생하기까지 브레이크등 점등을 포함한 제동 신호는 나타나지 않은 점을 꼽았다.

다른 근거로는 가속 페달이 파손된 부분인데 사고 당시 A씨가 가속 페달을 밟았을 가능성이 큰 것으로 경찰은 보고 있다.

A씨 부검 결과 음주나 다른 질병은 발견되지 않았고, 택시가 심하게 불에 타 엔진 및 제동 계통의 검사는 어려웠다고 경찰은 전했다.

지난해 12월 30일 부산 연제구의 한 대형마트 5층에서 A씨가 몰던 택시가 주차장 외벽을 뚫고 신호대기 중인 차량 3대를 덮쳤다.

이 사고로 A씨가 숨지고 피해 차량에 탄 운전자와 탑승자 5명, 부서진 외벽 파편 등에 맞은 행인 2명 등이 다쳤다.

신호대기 중인 차량 덮친 택시 (부산=연합뉴스) 지난해 12월 30일 낮 12시 30분께 부산 연제구 한 도로 인근 대형마트 5층 주차장에서 택시가 추락해 신호대기 중인 차량을 덮치는 모습. 2021.12.30 [독자 제공 영상 캡처. 재판매 및 DB 금지] wink@yna.co.kr

wink@yna.co.kr

▶제보는 카톡 okjebo",사회
"

▲ 조업 중 다친 외국인 선원 헬기 이송

동해지방해양경찰청이 오늘(21일) 오후 5시쯤 강릉 동방 약 22.5해리 해상에서 조업 중이던 어선에서 다친 외국인 선원을 이송했습니다. 동해지방해양경찰청이 오늘(21일) 오후 5시쯤 강릉 동방 약 22.5해리 해상에서 조업 중이던 어선에서 다친 외국인 선원을 이송했습니다.

해경은 베트남 선원 20대 A 씨가 손가락이 절단됐다고 신고하자, 함정과 헬기를 이용해 1시간여 만에 강릉의 한 병원으로 이송했습니다.

A 씨는 생명에는 지장이 없는 것으로 알려졌습니다.

(사진=동해지방해경청 제공, 연합뉴스)

전연남 기자yeonnam@sbs.co.kr",사회
"오늘(21일) 오후 5시쯤 강원 강릉시 동쪽 41㎞ 지점 앞바다에서 조업하던 어선에서 베트남 국적의 선원 25살 A 씨의 손가락이 잘리는 사고가 났습니다.

신고를 접수한 해경은 헬기를 띄워 A 씨를 구조해 1시간여 만에 강릉에 있는 병원으로 옮겼습니다.

A 씨는 생명에는 지장이 없는 것으로 파악됐습니다.

YTN 이준엽 (leejy@ytn.co.kr)

※ '당신의 제보가 뉴스가 됩니다'

[카카오톡] YTN 검색해 채널 추가

[전화] 02-398-8585

[메일] social@ytn.co.kr",사회
"오늘(21일) 오후 6시쯤 전북 남원시 도통동 상수도사업소 내부 정수지동 신축공사장에서 불이 나 40분 만에 꺼졌습니다.

작업자들이 전부 퇴근해 대피하거나 다친 사람은 없었지만, 건물 천장이 타면서 소방서 추산 300만 원의 재산 피해가 났습니다.

소방 당국은 용접 작업을 하다가 튄 불씨가 번져 불이 난 것으로 보고 있습니다.

YTN 이준엽 (leejy@ytn.co.kr)

※ '당신의 제보가 뉴스가 됩니다'

[카카오톡] YTN 검색해 채널 추가

[전화] 02-398-8585

[메일] social@ytn.co.kr",사회
"윤석열 대통령 당선인의 법무부 장관 수사지휘권 폐지 공약과 관련해 대검찰청이 찬성 입장을 법무부에 전달한 것으로 전해졌습니다.

대검은 최근 윤 당선인의 수사지휘권 폐지 공약에 찬성한다는 의견을 법무부에 낸 것으로 알려졌습니다.

대검은 검찰 수사의 독립성과 정치적 중립성을 위해 장관의 수사지휘권이 폐지돼야 한다는 입장을 김오수 총장 재가를 거쳐 법무부에 전한 것으로 전해졌습니다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
"세무사 자격시험이 세무공무원 출신 응시자에 유리해 일반 응시자가 피해를 봤다는 헌법소원이 본안 심리 없이 받아들여지지 않았습니다.

헌법재판소는 지난 8일 세무사 시험 수험생 2백여 명이 합격자 선정 방식을 응시자 유형에 따라 분리하도록 하지 않은 세무사법 시행령이 위헌이라며 낸 헌법소원을 각하했습니다.

지난해 58회 세무사 자격시험에서는 일반 응시생 3천9백여 명 가운데 82%가 세법학 1부 과목에서 40점 미만을 받아 과락으로 탈락했습니다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
"서울 강남의 아파트단지에 침입해 일곱 차례에 걸쳐 모두 2억 2천만 원을 훔친 40대 남성이 구속됐습니다.

서울중앙지방법원은 오늘(21일) 특수강도와 특정범죄가중처벌법상 절도 혐의를 받는 김 모 씨에 대해 도주할 우려가 있다며 경찰이 신청한 구속영장을 발부했습니다.

김 씨는 앞서 지난 19일 서울 강남 일대 아파트단지 2곳에서 모두 7차례에 걸쳐 빈집을 터는 등 2억 2천만 원어치 금품을 훔친 혐의로 긴급체포 됐습니다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
"/출처=온라인 커뮤니티



지난해 부산의 한 대형마트 5층 주차장에서 택시가 주차장 외벽을 뚫고 추락한 사고에 대해 경찰이 택시 운전자의 과실로 인한 사고라고 최종 결론을 내렸다.

21일 부산 연제경찰서에 따르면 지난해 12월30일 부산 연제구의 한 대형마트 지상 주차장서 추락한 택시사고에 대해 운전자 부주의로 발생한 것으로 판단했다. 경찰은 '공소권 없음'으로 불송치를 결정하고 사건을 종결했다. 경찰은 국립과학수사연구원(국과수)과 도로교통공단의 감정결과를 토대로 이같이 판단했다.

국과수와 도로교통공단에 따르면 추락사고 전 택시가 주차장 벽을 돌진할 때 속도가 약 70㎞였던 것으로 파악된다.경찰은 주차장 내부에 설치된 폐쇄회로(CC)TV를 통해 추락 당시 택시 브레이크등이 켜지지 않은 사실을 확인했다. 아울러 사고 후 가속 페달이 파손된 흔적도 추가로 확인했다.

택시 운전자의 부검 결과에서는 사고 당시 음주 및 다른 질병 여부는 발견되지 않았다. 경찰 관계자는 ""차량 속도를 데이터로 추출할 수 있는 프로그램인 크래시텔레그램을 통해 택시의 충돌 전·후 브레이크 신호가 'OFF'(꺼짐)로 표시된 것을 확인했다""며 ""이런 점들로 보아 운전자의 차량 조작 과실로 인해 사고가 발생했다고 결론을 내렸다""고 말했다.

사고는 지난해 12월30일 낮 12시30분쯤 부산 홈플러스 연산점 5층 주차장에서 갑자기 택시가 외벽을 뚫고 튀어나오면서 발생했다. 택시가 신호 대기 중이던 차량을 연이어 덮치면서 택시 운전자가 사망하고 다른 운전자와 보행자 등 13명이 부상을 입었다. 또 오토바이와 차량 등 17대가 부서지거나 손상됐다. 앞서 관할 지자체는 해당 주차장에 안전시설이 설치되지 않은 것으로 최종 결론을 내리고 주차장법에 따른 과징금 250만원을 부과했다.

지난해 12월30일 부산 연제구의 한 대형마트 5층 주차장에서 택시가 벽면을 뚫고 도로로 추락해 신호대기 중이던 차량들을 덮쳤다. /사진제공=부산경찰청



이사민 기자 24min@mt.co.kr",사회
"광명시-태영D&-SBS A&T 21일 문화-예술-관광사업 증진 업무협약 체결. 사진제공=광명시



【파이낸셜뉴스 광명=강근주 기자】 광명시는 21일 아이벡스 스튜디오에서 태영D&-SBS A&T와 문화-예술-관광사업 협력 증진을 위한 업무협약을 체결하고 향후 지역경제 활성화를 위해 상호 협력해 나가기로 했다.

이날 협약식은 박승원 광명시장, 이동협 SBS A&T 대표이사, 정신욱 태영 D&I 본부장 및 문화예술단체 관계자 50여명이 참석한 가운데 진행됐다.

이번 협약 주요 내용은 △문화-예술-관광사업 협력 증진을 위한 기술과 경험 공유 △각 기관 홍보, 콘텐츠 개발 등 협력 △문화-예술-관광 활성화 정보 제공 및 홍보 △공동 관심 분야 개발 협력 △상호 기관 소유 시설 이용 협력 △기타 분야에 대해 협조 등이다.

태영D&I는 광명 역세권 중심 상업지역 개발을 목적으로 2006년 설립돼 단지 내 보유 시설(호텔, 오피스) 운영 둥 지역경제 활성화와 공공편익을 위해 노력해왔다. SBS A&T는 1988년 창립된 방송 기술-미술-세트-시설 등 인프라 제공 업체로 광명시 문화 발전에 관심을 가지고 이번 협약에 참여했다.

이번 협약을 계기로 향후 광명시가 진행하는 행사에 두 업체가 가진 기술과 장소를 활용해 더욱 질 높은 문화 콘텐츠 제공과 홍보가 가능할 전망이다.

정신욱 본부장은 업무협약식에서 “광명시와 협력을 통해 지역경제 활성화와 공공편익을 위한 시설을 제공하고, 시민이 향유할 수 있도록 문화 마케팅도 실시해 나가도록 노력하겠다”고 말했다.

이동협 대표이사는 “광명시민을 위해 이익을 환원할 수 있어 기쁘다”며 “우리 업체 기술을 이용해 광명시를 더욱 알릴 수 있도록 노력하겠다”고 말했다.

박승원 시장은 “공공기관은 물론 기업-시민과 함께 더 활발한 소통과 협력으로 문화-예술-관광사업 및 지역경제 활성화를 위해 더욱 노력하겠다”고 말했다.",사회
"[석동재 기자(=창원)(035sdj@naver.com)]

허성무 창원시장은 21일 세종정부청사에서 김현수 농림축산식품부장관으로부터 ‘창원단감농업’의 지정패와 지정서를 전달받았다.

허 시장은 “이번 지정을 발판으로 FAO 세계중요농업유산 지정에 도전하겠다. 창원 단감이 대한민국 대표 농업으로 자리매김하도록 성장시키겠다”고 말했다.

‘창원단감농업’은 대한민국 제17호로 지정된 국가중요농업유산이다.

공식명은 ‘창원 독뫼 감농업’으로 독뫼는 나지막한 산지를 뜻하는 말이다.

단감농업지역인 동읍, 북면, 대산면 일대가 과거 얕은 바다였고 1960년대 주남저수지 제방 정리가 완료되기 전까지는 광범위한 습지였다.

또한 낙동강의 잦은 범람으로 침수가 빈번해 지역민들은 부득이 피해가 적은 산지에 감농업을 이어왔다.

ⓒ창원시

이상적인 기후와 이런 산지농업은 위험하지만 서리와 안개 피해가 방지되고 일조 요건을 좋게해 창원시를 세계 1위 단감도시로 성장하게 했다.

지역민의 생계유지를 위한 핵심 농산물로 고유한 농업기술과 독특한 생활문화를 간직하고 계승 발전되고 있다.

창원은 기원전 1세기 유적지인 동읍 다호리고분군 유적지에서 제기 위에 담긴 감 3개가 발견됐다.

동국여지승람, 여지도서, 대동지지 등 수많은 옛지리서에 ‘창원은 감의 주산지이고, 감이 토산품이다’고 기록돼 있다.

오랜역사를 지닌 곳으로 기후와 수요변화에 따라 떫은감에서 단감으로 접붙여져 농업을 이어오고 있다.

이같은 감농업의 우수성과 가치를 발굴하고 인정받기 위해 지난 2018년부터 역사성과 전통성을 입증을 위한 자원조사를 시작했다.

2019년부터 2021년까지 2년동안 총 3차례에 걸쳐 포기하지 않고 도전한 끝에 이뤄낸 쾌거였다.

[석동재 기자(=창원)(035sdj@naver.com)]",사회
"코로나19 신규 확진자가 21일 오후 9시 기준 전국에서 33만5063명 발생한 것으로 잠정 집계됐다.

보건당국에 따르면 이날 오후 9시 기준, 전국 17개 시·도에서 발생한 신규 확진자는 33만5063명이다.

전날(20일) 동시간 20만3559명보다 13만1504명, 지난주 월요일 동시간 33만3967명보다 1096명이 각각 증가한 수치다.

이날 수도권 확진자가 17만2222명으로 전체의 51.4%를, 비수도권이 48.6%를 차지했다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
"[석동재 기자(035sdj@naver.com)]창원시는 21일 시청 시민홀에서 '2022 창원의 책 선포식·북토크'를 개최했다.

선포식은 2022 창원의 책 선포, 작가 인증패 전달, 참여 시민 퀴즈 이벤트, 그림책 부문 선정 '내 마음 ㅅㅅㅎ' 김지영 작가의 북토크로 진행됐다.

특히 시민대표와 함께한 '2022 창원의 책' 발표는 시민과 함께 선정하는 창원의 책이라는 의미를 더했다.

'2022 창원의 책 선포식'은 코로나 방역지침을 철저히 준수한 가운데 진행했다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
"박철완 금호석유화학 전 상무 © News1 황기선 기자

(서울=뉴스1) 조현기 기자 = 박찬구 금호석유화학 회장과 경영권 갈등을 빚고 있는 박철완 전 상무가 OCI에 넘어간 17만주의 의결권 행사를 금지해달라며 가처분을 냈지만 법원에서 받아들이지 않았다.

서울중앙지법 민사합의50부(부장판사 송경근)는 21일 박 전 상무가 제기한 의결권행사금지 가처분 신청을 기각했다.

앞서 금호석유화학과 OCI는 지난해 12월 각자 보유하고 있던 자기주식을 맞교환했다. 금호석유화학은 OCI 주식 보통주 29만8900주를, OCI는 금호석유화학 보통주 17만1847주를 보유하게 됐다.

이에 박 전 상무 측은 경영진과 지배주주의 경영권을 강화할 목적으로 자기주식을 처분한 것은 법률상 효력이 부인돼야 한다고 주장하며 지난달 9일 자기주식에 대한 의결권 행사 금지 가처분 신청을 제기했다.

그러나 재판부는 ""기업들 사이에 전략적 사업제휴 관계를 유지·강화하기 위해 자기주식을 교환하는 경우가 드물지 않다""며 ""금호석유화학과 OCI가 협력관계 강화를 위해 자기주식 교환의 방식을 택한 것이 불합리하다고 단정할 수 없다""고 금호석유화학의 손을 들어줬다.

또 ""(주식교환 방식인) 자기주식 처분에도 그 처분 방식에 관해 제한 규정이 없다""며 ""회사로선 장내매도, 시간외 대량매매, 장외거래 등 적절한 방법을 통해 자기주식을 처분할 수 있다""고 판단했다.

한편 박 전 상무는 금호그룹 3대 회장인 고(故) 박정구 회장의 아들이자 박찬구 회장의 조카다. 금호석유화학 지분 8.5%를 보유한 개인 최대주주다.

박 전 상무는 2006년 아시아나항공에 과장으로 입사 후 금호아시아나그룹 전략경영본부 등을 거쳐 금호석유화학 상무를 맡아왔다. 하지만 지난해 주총에서 박 전 상무는 배당 확대와 본인의 사내이사 추천, 사외 이사 추천 등을 제안했지만 표 대결에서 패하고 회사에서 해임됐다.

오는 25일 열리는 주총에서도 박 전 상무는 배당 확대와 자사주 소각 등의 주주제안에 나서며 2차전을 예고하고 있다.

chohk@news1.kr",사회
"제주 1100고지에 많은 눈이 내리고 있다.2021.2.17/뉴스1 © News1 오현지 기자

(제주=뉴스1) 오미란 기자 = 밤사이 제주도 산지에 많은 눈이 내려 쌓일 것으로 예상되면서 22일 출근길 안전에 각별한 주의가 요구된다.

제주지방기상청은 21일 오후 10시10분을 기해 제주도 산지에 대설주의보를 발효했다. 대설주의보는 하루 동안 쌓인 눈의 양이 5㎝를 넘을 것으로 예상될 때 내려진다.

기상청에 따르면 제주도 남쪽 해상에서 동진하는 기압골의 영향으로 발달한 비구름대가 시속 60㎞로 동북동진하면서 현재 제주도 전역에는 시간당 5㎜ 안팎의 비가 내리고 있다.

이날 오후 10시 기준 윗세오름 -2.7도, 삼각봉 -2.0, 진달래밭 -1.7도 등 영하권 기온을 보이고 있는 제주도 산지에는 눈까지 내리고 있는 상황이다.

기상청은 당초 22일 새벽까지 제주도 산지에 0.1㎝ 미만의 눈이 날릴 것으로 예상했으나 기상 상황이 악화하면서 대설주의보 발효와 동시에 예상 적설량을 다시 조정해 발표했다.

현재 제주도 산지에는 1~2㎝의 눈이 쌓인 상태로, 기상청은 22일 새벽까지 총 3~8㎝의 눈이 내려 쌓일 것으로 보고 있다.

기상청은 ""내일까지 비나 눈이 내리는 지역에는 가시거리가 짧고 도로가 미끄러운 곳이 있겠고, 눈이 내려 쌓인 등산로, 산간도로에도 미끄러운 곳이 있겠으니 등산객 안전사고와 교통안전에 각별히 유의하기 바란다""고 당부했다.

mro1225@news1.kr",사회
"윤석열 대통령 당선인을 겨냥한 '청부 살인' 게시글에 대해 경찰이 수사에 나섰다.

경찰청은 '여성시대', '더쿠' 등 온라인 커뮤니티에 윤 당선인 청부 살인을 모의하는 게시글이 올라온 것과 관련해 최근 서울경찰청에 입건 전 조사(내사) 지시를 한 것으로 21일 파악됐다.

대통령 선거 결과가 확정된 10일 이후 친여 성향의 온라인 커뮤니티에서 윤 당선인에 대한 살인 청부 글이 올라오기 시작했다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
"한국교회총연합 등 보수 개신교계와 기독교 사학 연합체인 사학법인미션네트워크가 지난해 국회에서 통과된 사립학교법 일부개정안에 대한 헌법소원심판을 21일 청구했다.

이들은 개정 사학법 가운데 사립학교 교사 채용 시 시도 교육감에게 위탁해 필기시험을 반드시 실시하게 하는 조항(53조의2 11항)과 교직원에 대한 징계가 미흡할 경우 교육청 징계심의위원회를 통해 재심의하게 하고 그 결과대로 징계하는 조항(66조의2 2항), 징계에 불응할 경우 임원 승인을 취소한다는 조항(20조의2)이 사립학교 운영과 종교의 자유 등을 침해한다고 문제 삼았다.

기사 제목과 주요 문장을 기반으로 자동요약한 결과입니다. 전체 맥락을 이해하기 위해서는 본문 보기를 권장합니다.",사회
